show_id,director_1,director_2
s2212,Yuki Tanada,NULL
s2213,NULL,NULL
s2214,Vince Marcello,NULL
s2215,Alex Gibney,NULL
s2216,Ahn Byoung-wook,NULL
s2217,Sibusiso Khuzwayo,NULL
s2218,NULL,NULL
s2219,NULL,NULL
s2220,Lisa Cortés,Farah X
s2221,Wilson Yip,NULL
s2222,Dave Skinner,Freddie Waters
s2223,NULL,NULL
s2224,NULL,NULL
s2225,Denis Do,NULL
s2226,NULL,NULL
s2227,NULL,NULL
s2228,NULL,NULL
s2229,Leslye Davis,Catrin Einhorn
s2230,NULL,NULL
s2231,NULL,NULL
s2232,Toka McBaror,Tunde Apalowo
s2233,Peter Sullivan,NULL
s2234,Axelle Laffont,NULL
s2235,Moses Inwang,NULL
s2236,NULL,NULL
s2237,NULL,NULL
s2238,NULL,NULL
s2239,NULL,NULL
s2240,Daniel Oriahi,NULL
s2241,Stefano Mordini,NULL
s2242,NULL,NULL
s2243,Hayden Guppy,NULL
s2244,Stéphane de Freitas,NULL
s2245,André Odendaal,Johan Vorster
s2246,Cassia Dian,NULL
s2247,NULL,NULL
s2248,Amro Salah,NULL
s2249,Sue Ding,NULL
s2250,NULL,NULL
s2251,Gina Prince-Bythewood,NULL
s2252,Wouter Bouvijn,NULL
s2253,Funke Akindele,NULL
s2254,NULL,NULL
s2255,NULL,NULL
s2256,NULL,NULL
s2257,Bryn Evans,NULL
s2258,Cristina Costantini,Kareem Tabsch
s2259,NULL,NULL
s2260,Hannah Fidell,NULL
s2261,Chris Renaud,Kyle Balda
s2262,Scott Zabielski,NULL
s2263,Coodie,Chike
s2264,QLF,NULL
s2265,Sachin Kundalkar,NULL
s2266,Puri Jagannadh,NULL
s2267,Vishal Mahadkar,NULL
s2268,Anurag Kashyap,Dibakar Banerjee
s2269,Anthony D'Souza,NULL
s2270,Soumendra Padhi,NULL
s2271,David Dhawan,NULL
s2272,Fuwad Khan,NULL
s2273,Nishikant Kamat,NULL
s2274,Krish,NULL
s2275,Kabir Sadanand,NULL
s2276,Rachit Kusonkoonsiri,NULL
s2277,Sudhir Mishra,NULL
s2278,Shoojit Sircar,NULL
s2279,Omung Kumar,NULL
s2280,Ribhu Dasgupta,NULL
s2281,Satish Rajwade,NULL
s2282,Umesh Shukla,NULL
s2283,Devika Bhagat,NULL
s2284,Takashi Doscher,NULL
s2285,Shubham Singh,NULL
s2286,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla
s2287,Luv Ranjan,NULL
s2288,Vikas Bahl,NULL
s2289,Bejoy Nambiar,NULL
s2290,Neeraj Pandey,NULL
s2291,Aanand Rai,NULL
s2292,Gurmmeet Singh,NULL
s2293,NULL,NULL
s2294,NULL,NULL
s2295,LP,NULL
s2296,Rako Prijanto,NULL
s2297,Raoul Peck,NULL
s2298,NULL,NULL
s2299,NULL,NULL
s2300,NULL,NULL
s2301,Shirley Frimpong-Manso,NULL
s2302,NULL,NULL
s2303,Fabio Ock,Joana Mazzucchelli
s2304,NULL,NULL
s2305,Sabina Fedeli,Anna Migotto
s2306,NULL,NULL
s2307,NULL,NULL
s2308,Kyran Kelly,NULL
s2309,Salvador Calvo,NULL
s2310,Cem Yilmaz,NULL
s2311,Barry Avrich,NULL
s2312,Bruce Beresford,NULL
s2313,Cem Yilmaz,NULL
s2314,NULL,NULL
s2315,Matthew Vaughn,NULL
s2316,Michael Duggan,NULL
s2317,Almudena Carracedo,Robert Bahar
s2318,Paul Verhoeven,NULL
s2319,NULL,NULL
s2320,Younuts!,NULL
s2321,NULL,NULL
s2322,Troy Miller,NULL
s2323,NULL,NULL
s2324,Obi Emelonye,NULL
s2325,Rako Prijanto,NULL
s2326,Daniel Effiong,NULL
s2327,Abhijit Panse,NULL
s2328,NULL,NULL
s2329,Rachel Griffiths,NULL
s2330,NULL,NULL
s2331,David Dobkin,NULL
s2332,NULL,NULL
s2333,Oluseyi Asurf,NULL
s2334,Eduardo Roy Jr.,NULL
s2335,NULL,NULL
s2336,NULL,NULL
s2337,Abhijit Panse,NULL
s2338,NULL,NULL
s2339,Ravikanth Perepu,NULL
s2340,Sooraj R. Barjatya,NULL
s2341,Sooraj R. Barjatya,NULL
s2342,Bonni Cohen,Jon Shenk
s2343,Anvita Dutt,NULL
s2344,NULL,NULL
s2345,Gaspar Antillo,NULL
s2346,Eric Notarnicola,NULL
s2347,NULL,NULL
s2348,Musthafa,NULL
s2349,Ishaya Bako,NULL
s2350,NULL,NULL
s2351,Kate Mulleavy,Laura Mulleavy
s2352,Akhigbe Ilozobhie,NULL
s2353,NULL,NULL
s2354,Apurva Dhar Badgaiyann,NULL
s2355,Youssef Chahine,NULL
s2356,NULL,NULL
s2357,Elissa Down,NULL
s2358,NULL,NULL
s2359,Guillaume Pierret,NULL
s2360,NULL,NULL
s2361,Ozan Açiktan,NULL
s2362,Youssef Chahine,NULL
s2363,NULL,NULL
s2364,Olivier Assayas,NULL
s2365,Junichi Sato,Tomotaka Shibayama
s2366,Youssef Chahine,NULL
s2367,Youssef Chahine,NULL
s2368,Youssef Chahine,NULL
s2369,Youssef Chahine,NULL
s2370,Youssef Chahine,NULL
s2371,Pablo Aulita,NULL
s2372,Eduardo Roy Jr.,NULL
s2373,Manatsanun Phanlerdwongsakul,NULL
s2374,Youssef Chahine,NULL
s2375,Georges Hachem,NULL
s2376,Youssef Chahine,NULL
s2377,Youssef Chahine,NULL
s2378,Peter Lepeniotis,NULL
s2379,NULL,NULL
s2380,Jim Hosking,NULL
s2381,Paco Aguilar,NULL
s2382,Obi Emelonye,NULL
s2383,Greg McLean,NULL
s2384,NULL,NULL
s2385,NULL,NULL
s2386,Juan José Campanella,NULL
s2387,Adrian Teh,NULL
s2388,Ishaya Bako,NULL
s2389,NULL,NULL
s2390,A. Raajdheep,NULL
s2391,NULL,NULL
s2392,Fajar Bustomi,Pidi Baiq
s2393,Nicholas Kharkongor,NULL
s2394,Spike Lee,NULL
s2395,NULL,NULL
s2396,NULL,NULL
s2397,NULL,NULL
s2398,Michael McKay,NULL
s2399,Kitaro Kosaka,NULL
s2400,NULL,NULL
s2401,NULL,NULL
s2402,NULL,NULL
s2403,Ali F. Mostafa,NULL
s2404,Ayman Makram,NULL
s2405,NULL,NULL
s2406,Rob Seidenglanz,NULL
s2407,NULL,NULL
s2408,George Gallo,NULL
s2409,NULL,NULL
s2410,NULL,NULL
s2411,Park Hoon-jung,NULL
s2412,Ry Russo-Young,NULL
s2413,Barbara Bialowas,Tomasz Mandes
s2414,Akhil Paul,Anas Khan
s2415,Kanika Batra,NULL
s2416,NULL,NULL
s2417,Michael Cristofer,NULL
s2418,NULL,NULL
s2419,Mohamed Khan,NULL
s2420,Adriana Trigiani,NULL
s2421,Anurag Kashyap,NULL
s2422,Moses Inwang,NULL
s2423,NULL,NULL
s2424,Phil Sgriccia,NULL
s2425,Olivier Megaton,NULL
s2426,NULL,NULL
s2427,NULL,NULL
s2428,Andaç Haznedaroglu,NULL
s2429,Murat Kepez,NULL
s2430,Ahmed Nader Galal,NULL
s2431,Greta Gerwig,NULL
s2432,Sam Rega,NULL
s2433,NULL,NULL
s2434,Wael Ehsan,NULL
s2435,Inas El-Degheidy,NULL
s2436,Wael Ehsan,NULL
s2437,Ahmed Al-Badry,NULL
s2438,Sameh Abdulaziz,NULL
s2439,Khaled Marei,NULL
s2440,Wael Ihsan,NULL
s2441,NULL,NULL
s2442,Izidore K. Musallam,NULL
s2443,Sherif Arafa,NULL
s2444,Yasir Al Yasiri,NULL
s2445,NULL,NULL
s2446,Safdar Rahman,NULL
s2447,Tomas Brickhill,NULL
s2448,NULL,NULL
s2449,Hani Al-Shaibani,NULL
s2450,NULL,NULL
s2451,NULL,NULL
s2452,Mamoru Hosoda,NULL
s2453,NULL,NULL
s2454,NULL,NULL
s2455,James Franco,NULL
s2456,Niall Johnson,NULL
s2457,Michael Damian,NULL
s2458,Ahmed Zain,NULL
s2459,Angshuman Ghosh,NULL
s2460,NULL,NULL
s2461,Youssef Chahine,NULL
s2462,NULL,NULL
s2463,NULL,NULL
s2464,Ahmed Zein,NULL
s2465,Ahmed Zein,NULL
s2466,Alejandro Montiel,NULL
s2467,NULL,NULL
s2468,Fernando Frías de la Parra,NULL
s2469,Madeleine Parry,NULL
s2470,Yu Yang,NULL
s2471,Jesse Warn,NULL
s2472,Josh Safdie,Benny Safdie
s2473,NULL,NULL
s2474,NULL,NULL
s2475,Angga Dwimas Sasongko,NULL
s2476,Rano Karno,NULL
s2477,NULL,NULL
s2478,Ramsey Nouah,NULL
s2479,Hiromasa Yonebayashi,Yoshiyuki Momose
s2480,Michael Showalter,NULL
s2481,Norm Hiscock,Gary Howsam
s2482,Rako Prijanto,NULL
s2483,Almunsif Alsuwaisi,NULL
s2484,Fouad Al Shatti,NULL
s2485,Fouad El-Mohandes,NULL
s2486,Andrés Feddersen,NULL
s2487,NULL,NULL
s2488,Samir Al Asfory,NULL
s2489,Hussein Kamal,NULL
s2490,Hussein Kamal,NULL
s2491,Hassan AbdulSalam,NULL
s2492,Houssam El-Din Mustafa,NULL
s2493,Muhammad Fadl,Hany Motawie
s2494,Lonzo Nzekwe,NULL
s2495,Alex Timbers,Sam Wrench
s2496,NULL,NULL
s2497,Rebecca Johnson,NULL
s2498,Ava DuVernay,NULL
s2499,Carlos Morett,NULL
s2500,NULL,NULL
s2501,Megha Ramaswamy,NULL
s2502,Saeed Hamed,NULL
s2503,Sherif Arafa,NULL
s2504,Ahmed Al-Badry,NULL
s2505,Ali Ragab,NULL
s2506,Ahmad El-Badri,NULL
s2507,Ahmad El-Badri,NULL
s2508,Marcus Raboy,NULL
s2509,NULL,NULL
s2510,Wael Ehsan,NULL
s2511,Ali Ragab,NULL
s2512,Haifaa Al-Mansour,NULL
s2513,Wael Ihsan,NULL
s2514,Ekene Som Mekwunye,NULL
s2515,NULL,NULL
s2516,NULL,NULL
s2517,Mohammed Alhmly,NULL
s2518,NULL,NULL
s2519,NULL,NULL
s2520,NULL,NULL
s2521,Lucien Bourjeily,NULL
s2522,Laura Mañá,NULL
s2523,Ziad Doueiri,NULL
s2524,NULL,NULL
s2525,NULL,NULL
s2526,NULL,NULL
s2527,NULL,NULL
s2528,Sivaroj Kongsakul,NULL
s2529,NULL,NULL
s2530,NULL,NULL
s2531,NULL,NULL
s2532,Fajar Bustomi,Pidi Baiq
s2533,Fajar Bustomi,Pidi Baiq
s2534,Salmeen AlMurry Amer,NULL
s2535,Mohit Suri,NULL
s2536,Obaid Alhmoudi,NULL
s2537,Julián Hernández,NULL
s2538,Adekunle Nodash Adejuyigbe,NULL
s2539,Sadeq Behbehani,NULL
s2540,Dylan Mohan Gray,NULL
s2541,Tyler Spindel,NULL
s2542,Hussein El Ansary,NULL
s2543,NULL,NULL
s2544,Claire Scanlon,NULL
s2545,Vipul Amrutlal Shah,NULL
s2546,Rajkumar Santoshi,NULL
s2547,NULL,NULL
s2548,Donick Cary,NULL
s2549,NULL,NULL
s2550,Will Forbes,NULL
s2551,Francesco Amato,NULL
s2552,NULL,NULL
s2553,NULL,NULL
s2554,Damien Chazelle,Houda Benyamina
s2555,NULL,NULL
s2556,S.A. Zaidi,NULL
s2557,Hamad AlSarraf,NULL
s2558,He Xiaofeng,NULL
s2559,Rano Karno,NULL
s2560,Nadia Hallgren,NULL
s2561,Pedro Flores Maldonado,NULL
s2562,Joe DeMaio,NULL
s2563,Aaron Woodley,NULL
s2564,Lucas Margutti,NULL
s2565,Ashok Nanda,NULL
s2566,Hernán Guerschuny,NULL
s2567,Alex Ranarivelo,NULL
s2568,Fernando Ayllón,NULL
s2569,NULL,NULL
s2570,NULL,NULL
s2571,Shaun Paul Piccinino,NULL
s2572,Seth Barrish,NULL
s2573,Shaun Paul Piccinino,NULL
s2574,Brett Hedlund,NULL
s2575,NULL,NULL
s2576,NULL,NULL
s2577,Joe Robert Cole,NULL
s2578,Michelle Esrick,NULL
s2579,Olivier Abbou,NULL
s2580,Alex Woo,Stanley Moore
s2581,NULL,NULL
s2582,Jeffrey Schwarz,NULL
s2583,Eric Darnell,Tom McGrath
s2584,NULL,NULL
s2585,Craig Freimond,NULL
s2586,NULL,NULL
s2587,NULL,NULL
s2588,Shirish Kunder,NULL
s2589,NULL,NULL
s2590,Mysskin,NULL
s2591,NULL,NULL
s2592,Alice Wu,NULL
s2593,Bobby Farrelly,Peter Farrelly
s2594,Joey So,NULL
s2595,Joey So,NULL
s2596,Joey So,NULL
s2597,Dennie Gordon,NULL
s2598,Michael M. Scott,NULL
s2599,NULL,NULL
s2600,NULL,NULL
s2601,NULL,NULL
s2602,Bruno Garotti,NULL
s2603,Sion Sono,NULL
s2604,David Chuang,Chen Kuan-chung
s2605,Chris Bolan,NULL
s2606,Yilmaz Erdogan,NULL
s2607,NULL,NULL
s2608,Omoni Oboli,NULL
s2609,NULL,NULL
s2610,NULL,NULL
s2611,Saravana Rajan,NULL
s2612,NULL,NULL
s2613,Muharrem Gülmez,Sirri Süreyya Önder
s2614,Sermiyan Midyat,NULL
s2615,Ahmed Yousry,Hazem Fouda
s2616,Handan Ipekçi,NULL
s2617,Kivanç Baruönü,NULL
s2618,Ferzan Özpetek,NULL
s2619,Bedran Güzel,NULL
s2620,Ashraf Fayeq,NULL
s2621,Yilmaz Erdogan,NULL
s2622,Yilmaz Erdogan,NULL
s2623,Paul Munger,NULL
s2624,Ahmed Nader Galal,NULL
s2625,Matei Dima,NULL
s2626,Imtiaz Ali,NULL
s2627,Jonathan Augustin,NULL
s2628,NULL,NULL
s2629,NULL,NULL
s2630,Venky Kudumula,NULL
s2631,Khaled Marei,NULL
s2632,NULL,NULL
s2633,Martin Scorsese,NULL
s2634,Amr Arafa,NULL
s2635,Michel Hazanavicius,NULL
s2636,Ahmed Saleh,NULL
s2637,Ahmed Medhat,NULL
s2638,Mohamed Yassin,NULL
s2639,Ahmed Nader Galal,NULL
s2640,NULL,NULL
s2641,NULL,NULL
s2642,NULL,NULL
s2643,Chakri Toleti,NULL
s2644,NULL,NULL
s2645,Neville Shah,NULL
s2646,NULL,NULL
s2647,Upi Avianto,NULL
s2648,Upi Avianto,NULL
s2649,NULL,NULL
s2650,Hanung Bramantyo,NULL
s2651,Yoon Sung-hyun,NULL
s2652,NULL,NULL
s2653,Rachel Mason,NULL
s2654,Patryk Vega,NULL
s2655,Niyi Akinmolayan,NULL
s2656,Marc Vigil,NULL
s2657,Kris Pearn,NULL
s2658,NULL,NULL
s2659,NULL,NULL
s2660,Ryan Polito,NULL
s2661,NULL,NULL
s2662,NULL,NULL
s2663,NULL,NULL
s2664,Anoop Sathyan,NULL
s2665,NULL,NULL
s2666,NULL,NULL
s2667,NULL,NULL
s2668,Müfit Can Saçinti,NULL
s2669,Julien Leclercq,NULL
s2670,NULL,NULL
s2671,NULL,NULL
s2672,Cüneyt Kaya,NULL
s2673,Greg Barker,NULL
s2674,Fernando González Molina,NULL
s2675,Leticia Jorge Romero,NULL
s2676,Adrien Lagier,Ousmane Ly
s2677,NULL,NULL
s2678,Ethan Coen,Joel Coen
s2679,Jon M. Chu,NULL
s2680,Diego Pignataro,NULL
s2681,Ian Edelman,NULL
s2682,Ali Yorgancioglu,NULL
s2683,Digo Ricio,NULL
s2684,Emcy Joseph,NULL
s2685,NULL,NULL
s2686,Kranthi Madhav,NULL
s2687,Matt D'Elia,NULL
s2688,Tope Oshin,NULL
s2689,Omoni Oboli,NULL
s2690,NULL,NULL
s2691,Jeff Chan,NULL
s2692,NULL,NULL
s2693,NULL,NULL
s2694,Dean Craig,NULL
s2695,Grand Corps Malade,Mehdi Idir
s2696,Jay Karas,NULL
s2697,Stefano Lodovichi,NULL
s2698,Alan Yang,NULL
s2699,NULL,NULL
s2700,NULL,NULL
s2701,Perci Intalan,NULL
s2702,M. Night Shyamalan,NULL
s2703,Chris Robinson,NULL
s2704,Eddie Mensore,NULL
s2705,Sean Baker,NULL
s2706,Padraig Reynolds,NULL
s2707,Yorgos Lanthimos,NULL
s2708,Ric Roman Waugh,NULL
s2709,NULL,NULL
s2710,Michael Dowse,NULL
s2711,NULL,NULL
s2712,Pablo Lejarreta,Luis Alfaro
s2713,Armando Iannucci,NULL
s2714,Akira Saitoh,NULL
s2715,Haruka Fujita,NULL
s2716,Mukul Anand,NULL
s2717,Karan Malhotra,NULL
s2718,Rajiv Chilaka,NULL
s2719,NULL,NULL
s2720,David Batra,Jon Rudberg
s2721,Tarun Mansukhani,NULL
s2722,Ramesh Talwar,NULL
s2723,Mahesh Bhatt,NULL
s2724,Raj Khosla,NULL
s2725,Punit Malhotra,NULL
s2726,Mahesh Bhatt,NULL
s2727,Vinil Mathew,NULL
s2728,NULL,NULL
s2729,Shashank Khaitan,NULL
s2730,Soham Shah,NULL
s2731,Karan Johar,NULL
s2732,Karan Johar,NULL
s2733,Nikkhil Advani,NULL
s2734,Shakun Batra,NULL
s2735,Karan Johar,NULL
s2736,Vikas Bahl,NULL
s2737,NULL,NULL
s2738,Rajiv Chilaka,Anirban Majumder
s2739,Prakash Mehra,NULL
s2740,NULL,NULL
s2741,NULL,NULL
s2742,Anand Ravichandran,NULL
s2743,NULL,NULL
s2744,NULL,NULL
s2745,Richard Claus,Karsten Kiilerich
s2746,Floria Sigismondi,NULL
s2747,NULL,NULL
s2748,Renzil D'Silva,NULL
s2749,NULL,NULL
s2750,Fritz Böhm,NULL
s2751,Ravishankar Venkateswaran,NULL
s2752,NULL,NULL
s2753,Vijay S. Bhanushali,NULL
s2754,NULL,NULL
s2755,David Hunt,NULL
s2756,Stephen S. Campanelli,NULL
s2757,Rakesh Ranjan Kumar,NULL
s2758,Sam Irvin,NULL
s2759,Gary Stretch,NULL
s2760,NULL,NULL
s2761,Desingh Periyasamy,NULL
s2762,NULL,NULL
s2763,Mike Gunther,NULL
s2764,TJ Sullivan,Greg Rankin
s2765,NULL,NULL
s2766,NULL,NULL
s2767,Neeraj Udhwani,NULL
s2768,NULL,NULL
s2769,Patrice Laliberté,NULL
s2770,Ellen Page,Ian Daniel
s2771,Todd Kauffman,Mark Thornton
s2772,Prentice Penny,NULL
s2773,NULL,NULL
s2774,Zsolt Pálfi,NULL
s2775,NULL,NULL
s2776,Nawapol Thamrongrattanarit,NULL
s2777,Marlene Melchior,NULL
s2778,NULL,NULL
s2779,Aaron Lieber,NULL
s2780,NULL,NULL
s2781,Tamas Yvan Topolanszky,NULL
s2782,Àlex Pastor,David Pastor
s2783,Rami Hachache,NULL
s2784,NULL,NULL
s2785,NULL,NULL
s2786,NULL,NULL
s2787,Francisco Macri,NULL
s2788,NULL,NULL
s2789,NULL,NULL
s2790,Gabriela García Rivas,NULL
s2791,NULL,NULL
s2792,NULL,NULL
s2793,NULL,NULL
s2794,NULL,NULL
s2795,NULL,NULL
s2796,Eric Goode,Rebecca Chaiklin
s2797,Francesco Lettieri,NULL
s2798,NULL,NULL
s2799,John Suits,NULL
s2800,Takeru Nakajima,Yoshiyuki Okada
s2801,Malik Nejer,NULL
s2802,Susan Walter,NULL
s2803,NULL,NULL
s2804,Masaaki Yuasa,NULL
s2805,NULL,NULL
s2806,Pierre Deschamps,NULL
s2807,Jeff Tomsic,NULL
s2808,NULL,NULL
s2809,NULL,NULL
s2810,Scot Armstrong,NULL
s2811,Naman Nitin Mukesh,NULL
s2812,Joey So,NULL
s2813,Joey So,NULL
s2814,Lynn Novick,NULL
s2815,Joey So,NULL
s2816,Navjot Gulati,NULL
s2817,NULL,NULL
s2818,Stephanie Zwane,NULL
s2819,NULL,NULL
s2820,Owen Trevor,NULL
s2821,Stephanie Turner,NULL
s2822,Kim Seong-hun,NULL
s2823,Liz Garbus,NULL
s2824,Mehmet Ada Öztekin,NULL
s2825,NULL,NULL
s2826,NULL,NULL
s2827,NULL,NULL
s2828,NULL,NULL
s2829,Jos Humphrey,NULL
s2830,Lynn Shelton,NULL
s2831,Sharmeen Obaid-Chinoy,NULL
s2832,Toyin Abraham,NULL
s2833,Adze Ugah,NULL
s2834,Ruchi Narain,NULL
s2835,Christophe Charrier,NULL
s2836,Stanley Nelson,NULL
s2837,Peter Berg,NULL
s2838,Daniel Calparsoro,NULL
s2839,NULL,NULL
s2840,Steve Gukas,NULL
s2841,Trivikram Srinivas,NULL
s2842,NULL,NULL
s2843,Kittiphak Thonguam,NULL
s2844,Cristi Puiu,NULL
s2845,Sebastian Jones,Ramez Silyan
s2846,Cristi Puiu,NULL
s2847,Carlos Sedes,NULL
s2848,Adam B. Stein,Zach Lipovsky
s2849,Lucas Margutti,NULL
s2850,Marcus Raboy,NULL
s2851,Athiyan Athirai,NULL
s2852,Zuko Nodada,NULL
s2853,Madonna,NULL
s2854,Milton Horowitz,NULL
s2855,NULL,NULL
s2856,NULL,NULL
s2857,Sneha Taurani,NULL
s2858,NULL,NULL
s2859,Momoko Kamiya,NULL
s2860,Matthew Ross,NULL
s2861,Martin Scorsese,NULL
s2862,Lee Kirk,NULL
s2863,Ziggy Hofmeyr,NULL
s2864,Paul Thomas Anderson,NULL
s2865,Gustavo Ron,NULL
s2866,Yacine Belhousse,NULL
s2867,Sam Dunn,NULL
s2868,Brett Haley,NULL
s2869,NULL,NULL
s2870,NULL,NULL
s2871,NULL,NULL
s2872,NULL,NULL
s2873,NULL,NULL
s2874,Trivikram Srinivas,NULL
s2875,NULL,NULL
s2876,NULL,NULL
s2877,Kunihiko Yuyama,Motonori Sakakibara
s2878,Ali Kalthami,Meshal Aljaser
s2879,Tolu Awobiyi,NULL
s2880,Walter Taylaur,NULL
s2881,NULL,NULL
s2882,Daniel Oriahi,NULL
s2883,Niyi Akinmolayan,NULL
s2884,NULL,NULL
s2885,Oyefunke Fayoyin,NULL
s2886,Seyi Babatope,NULL
s2887,Jason Orley,NULL
s2888,Robert Eagar,NULL
s2889,NULL,NULL
s2890,Travis Stevens,NULL
s2891,Mick Grogan,NULL
s2892,NULL,NULL
s2893,NULL,NULL
s2894,NULL,NULL
s2895,NULL,NULL
s2896,Nora Fingscheidt,NULL
s2897,Jeethu Joseph,NULL
s2898,Dee Rees,NULL
s2899,Sooni Taraporevala,NULL
s2900,Linda Korsten,NULL
s2901,NULL,NULL
s2902,Tom Barton-Humphreys,NULL
s2903,NULL,NULL
s2904,Angelina Jolie,NULL
s2905,R.J. Daniel Hanna,NULL
s2906,Paco Cabezas,NULL
s2907,Tosin Coker,NULL
s2908,Peter Billingsley,NULL
s2909,Jason Zada,NULL
s2910,Avgousta Zourelidi,NULL
s2911,NULL,NULL
s2912,Richard Phelan,Will Becher
s2913,Rod Cabatana Marmol,NULL
s2914,Michal Tylka,NULL
s2915,Oliver Kienle,NULL
s2916,Brian Webber,NULL
s2917,Ashutosh Gowariker,NULL
s2918,NULL,NULL
s2919,Charles Uwagbai,NULL
s2920,Takashi Yamazaki,Ryuichi Yagi
s2921,NULL,NULL
s2922,NULL,NULL
s2923,NULL,NULL
s2924,Pantham Thongsang,Cheewatan Pusitsuksa
s2925,Paul Krüger,Anél Stolp
s2926,Michael Fimognari,NULL
s2927,NULL,NULL
s2928,NULL,NULL
s2929,Benny Safdie,Josh Safdie
s2930,Andres Clariond,NULL
s2931,Andibachtiar Yusuf,NULL
s2932,NULL,NULL
s2933,Andrew Dean,NULL
s2934,Lars Klevberg,NULL
s2935,Lukasz Kosmicki,NULL
s2936,Shanavas K. Bavakutty,NULL
s2937,Kwabena Gyansah,NULL
s2938,NULL,NULL
s2939,NULL,NULL
s2940,Jeff Baena,NULL
s2941,Kumaran,NULL
s2942,NULL,NULL
s2943,NULL,NULL
s2944,Jared Moshé,NULL
s2945,NULL,NULL
s2946,NULL,NULL
s2947,Austin Peck,Anneliese Vandenberg
s2948,James Bamford,NULL
s2949,Julia Willoughby Nason,Jenner Furst
s2950,Nate Adams,Adam Carolla
s2951,Ivan Silvestrini,NULL
s2952,Robert Krantz,NULL
s2953,Gregory Jacobs,NULL
s2954,NULL,NULL
s2955,Jeethu Joseph,NULL
s2956,Alfonso Cortés-Cavanillas,NULL
s2957,Xavier Manrique,NULL
s2958,Sooraj R. Barjatya,NULL
s2959,NULL,NULL
s2960,NULL,NULL
s2961,Richard Gabai,NULL
s2962,Alfons Adetuyi,NULL
s2963,Thomas Astruc,NULL
s2964,Erwin van den Eshof,NULL
s2965,NULL,NULL
s2966,NULL,NULL
s2967,NULL,NULL
s2968,NULL,NULL
s2969,G.J. Echternkamp,NULL
s2970,Sooraj R. Barjatya,NULL
s2971,Hikari,NULL
s2972,NULL,NULL
s2973,Jean-Claude Flamand-Barny,NULL
s2974,Oluseyi Asurf,NULL
s2975,NULL,NULL
s2976,Lana Wilson,NULL
s2977,NULL,NULL
s2978,NULL,NULL
s2979,Shannon Hartman,NULL
s2980,NULL,NULL
s2981,NULL,NULL
s2982,David Oelhoffen,NULL
s2983,NULL,NULL
s2984,NULL,NULL
s2985,NULL,NULL
s2986,Ramesh Sippy,NULL
s2987,Halitha Shameem,NULL
s2988,Vir Das,Ajay Bhuyan
s2989,Josh Z. Weinstein,Joshua Z. Weinstein
s2990,Chung Mong-hong,NULL
s2991,Johnny Breedt,NULL
s2992,NULL,NULL
s2993,NULL,NULL
s2994,NULL,NULL
s2995,NULL,NULL
s2996,César Rodrigues,NULL
s2997,Alex Díaz,NULL
s2998,NULL,NULL
s2999,NULL,NULL
s3000,Quek Shio-chuan,NULL
s3001,NULL,NULL
s3002,NULL,NULL
s3003,Pablo Stoll,Juan Pablo Rebella
s3004,Krysia Plonka,NULL
s3005,Madhumita,NULL
s3006,NULL,NULL
s3007,Debamitra Biswal,NULL
s3008,David Lynch,NULL
s3009,Sofia Coppola,NULL
s3010,Tyler Perry,NULL
s3011,NULL,NULL
s3012,NULL,NULL
s3013,NULL,NULL
s3014,NULL,NULL
s3015,Caryn Waechter,NULL
s3016,NULL,NULL
s3017,Tim Hill,NULL
s3018,Numa Perrier,NULL
s3019,Brian Helgeland,NULL
s3020,Yoshiyuki Momose,NULL
s3021,NULL,NULL
s3022,Danny Boyle,NULL
s3023,Rima Das,NULL
s3024,Paco Plaza,NULL
s3025,NULL,NULL
s3026,Andrew Goth,NULL
s3027,William Kaufman,NULL
s3028,David Benioff,D.B. Weiss
s3029,NULL,NULL
s3030,Patryk Vega,NULL
s3031,NULL,NULL
s3032,Steve Boettcher,NULL
s3033,Mikhil Musale,NULL
s3034,NULL,NULL
s3035,NULL,NULL
s3036,NULL,NULL
s3037,Soumendra Padhi,NULL
s3038,NULL,NULL
s3039,Tom Green,NULL
s3040,NULL,NULL
s3041,NULL,NULL
s3042,Don Michael Paul,NULL
s3043,NULL,NULL
s3044,David Lowery,NULL
s3045,Maria Ripoll,NULL
s3046,NULL,NULL
s3047,Yibrán Asuad,NULL
s3048,NULL,NULL
s3049,Mohit Suri,NULL
s3050,NULL,NULL
s3051,NULL,NULL
s3052,Edwin,NULL
s3053,NULL,NULL
s3054,NULL,NULL
s3055,Vadim Jean,NULL
s3056,NULL,NULL
s3057,NULL,NULL
s3058,Mark A.Z. Dippé,Kyung Ho Lee
s3059,Mark A.Z. Dippé,Eondeok Han
s3060,Mark A.Z. Dippé,NULL
s3061,Anurag Kashyap,Dibakar Banerjee
s3062,Michael Simon,NULL
s3063,John A. Davis,NULL
s3064,NULL,NULL
s3065,Lucas Margutti,NULL
s3066,NULL,NULL
s3067,NULL,NULL
s3068,Justin Webster,NULL
s3069,Guillermo del Toro,NULL
s3070,Tetsuo Yajima,NULL
s3071,Edwin,NULL
s3072,NULL,NULL
s3073,John Lyde,NULL
s3074,Steve Rash,NULL
s3075,NULL,NULL
s3076,NULL,NULL
s3077,NULL,NULL
s3078,Ravi Babu,NULL
s3079,Soumitra Ranade,NULL
s3080,NULL,NULL
s3081,Jon Rosenbaum,NULL
s3082,Bruce Leddy,NULL
