show_id,director_1,director_2
s6610,Lee Tamahori,NULL
s6611,Kundan Shah,NULL
s6612,NULL,NULL
s6613,Jay Roach,NULL
s6614,NULL,NULL
s6615,Chia-Liang Liu,NULL
s6616,Todd Standing,NULL
s6617,Benjamin Arfmann,NULL
s6618,Neill Blomkamp,NULL
s6619,NULL,NULL
s6620,David Lean,NULL
s6621,Paul Schrader,NULL
s6622,Philip Marlatt,NULL
s6623,Charles Martin Smith,NULL
s6624,Brian De Palma,NULL
s6625,Mahin Ibrahim,Austin Kolodney
s6626,Jared Hess,NULL
s6627,Troy Nixey,NULL
s6628,Thierry Donard,NULL
s6629,Thierry Donard,NULL
s6630,Thierry Donard,NULL
s6631,Caradog W. James,NULL
s6632,Daniel Gordon,NULL
s6633,Mike Birbiglia,NULL
s6634,Mike Newell,NULL
s6635,Andrzej Bartkowiak,NULL
s6636,NULL,NULL
s6637,Wong Jing,NULL
s6638,John Patrick Shanley,NULL
s6639,M.J. Isakson,NULL
s6640,Bo Welch,NULL
s6641,Scott Mosier,Yarrow Cheney
s6642,Rob Cohen,NULL
s6643,Colin Teague,NULL
s6644,Doug Lefler,NULL
s6645,Patrik Syversen,NULL
s6646,Rajiv Chilaka,NULL
s6647,NULL,NULL
s6648,Greg MacGillivray,NULL
s6649,Tristan Ferland Milewski,NULL
s6650,Reiner Holzemer,NULL
s6651,NULL,NULL
s6652,NULL,NULL
s6653,NULL,NULL
s6654,Afia Nathaniel,NULL
s6655,Eeshwar Nivas,NULL
s6656,Troy Miller,NULL
s6657,Emma Hatherley,NULL
s6658,Dave Green,NULL
s6659,NULL,NULL
s6660,NULL,NULL
s6661,NULL,NULL
s6662,Anthony Lucero,NULL
s6663,Will Gluck,NULL
s6664,NULL,NULL
s6665,Ryan Murphy,NULL
s6666,Bruce Gowers,NULL
s6667,Ajithkumar,NULL
s6668,Harjit Singh,NULL
s6669,Sumitra Bhave,Sunil Sukthankar
s6670,Sriram Raghavan,NULL
s6671,Philipp Stölzl,NULL
s6672,NULL,NULL
s6673,NULL,NULL
s6674,NULL,NULL
s6675,NULL,NULL
s6676,Matías Gueilburt,NULL
s6677,NULL,NULL
s6678,Justin Webster,NULL
s6679,NULL,NULL
s6680,Federico Lemos,NULL
s6681,Bassam Kurdali,NULL
s6682,John Bridcut,NULL
s6683,Sebastian Gutierrez,NULL
s6684,Fabien Beziat,Hugues Nancy
s6685,Hugues Nancy,Fabien Beziat
s6686,Nils Tavernier,NULL
s6687,Jon Spira,NULL
s6688,Michael Thelin,NULL
s6689,Riri Riza,NULL
s6690,Neil Triffett,NULL
s6691,NULL,NULL
s6692,Kim Nguyen,NULL
s6693,Greg Coolidge,NULL
s6694,NULL,NULL
s6695,Ajay Phansekar,NULL
s6696,NULL,NULL
s6697,David Ayer,NULL
s6698,NULL,NULL
s6699,Denis Villeneuve,NULL
s6700,Jenny Carchman,NULL
s6701,Jason James,NULL
s6702,Robert Clouse,NULL
s6703,Drake Doremus,NULL
s6704,Kurt Wimmer,NULL
s6705,Wojciech Marczewski,NULL
s6706,Alejandro Doria,NULL
s6707,Marcelo González,NULL
s6708,NULL,NULL
s6709,Valeria Golino,NULL
s6710,NULL,NULL
s6711,Tom Shadyac,NULL
s6712,Paul W.S. Anderson,NULL
s6713,Robi Michael,NULL
s6714,Asghar Farhadi,NULL
s6715,NULL,NULL
s6716,Ivan Reitman,NULL
s6717,Alex Garland,NULL
s6718,NULL,NULL
s6719,James Lee,NULL
s6720,Stuart Baird,NULL
s6721,Anders Sømme Hammer,Marius Arnesen
s6722,Michael Whitton,NULL
s6723,Andrzej Bartkowiak,NULL
s6724,Joseph Mbah,NULL
s6725,NULL,NULL
s6726,Hakan Algül,NULL
s6727,Hakan Algül,NULL
s6728,Hakan Algül,NULL
s6729,NULL,NULL
s6730,Benny Fine,NULL
s6731,Matt Toronto,NULL
s6732,NULL,NULL
s6733,NULL,NULL
s6734,Sanjay Jadhav,NULL
s6735,Chris Stokes,NULL
s6736,Gregory Hoblit,NULL
s6737,Sedat Kirtan,Kubilay Sarikaya
s6738,Hardik Mehta,NULL
s6739,Keith L. Smith,NULL
s6740,Nagraj Manjule,NULL
s6741,Shadi Ali,NULL
s6742,NULL,NULL
s6743,Ian Barber,NULL
s6744,Terry Gilliam,NULL
s6745,NULL,NULL
s6746,Peter Spirer,NULL
s6747,Norman Jewison,NULL
s6748,Biyi Bandele,NULL
s6749,Luke Jurevicius,NULL
s6750,Ari Levinson,NULL
s6751,NULL,NULL
s6752,Tony Zierra,NULL
s6753,Angga Dwimas Sasongko,NULL
s6754,James Wong,NULL
s6755,David R. Ellis,NULL
s6756,James Wong,NULL
s6757,Gianfranco Rosi,NULL
s6758,Sabal Singh Shekawat,NULL
s6759,Arthur Muhammad,NULL
s6760,Steven C. Miller,NULL
s6761,Nirpal Bhogal,NULL
s6762,Keith Malloy,NULL
s6763,Andrew Renzi,NULL
s6764,NULL,NULL
s6765,Gerry Blaksley,NULL
s6766,Cheh Chang,NULL
s6767,NULL,NULL
s6768,Marc Abraham,NULL
s6769,Khaled Marei,NULL
s6770,Gregory Caruso,NULL
s6771,NULL,NULL
s6772,Kang Cheng,Shan Hua
s6773,Asri Bendacha,NULL
s6774,NULL,NULL
s6775,NULL,NULL
s6776,Juan Manuel Cotelo,NULL
s6777,Tyler Perry,NULL
s6778,Mark Helenowski,Kevin Pang
s6779,Dean Wright,NULL
s6780,Mark Murphy,NULL
s6781,Richard Miron,NULL
s6782,Joe Camp,NULL
s6783,NULL,NULL
s6784,Jon Carey,Adam Darke
s6785,Fred M. Wilcox,NULL
s6786,NULL,NULL
s6787,Luis Ara,NULL
s6788,Maya Zinshtein,NULL
s6789,NULL,NULL
s6790,Lee Fulkerson,NULL
s6791,Seth Gordon,NULL
s6792,NULL,NULL
s6793,Mike Newell,NULL
s6794,Gregory Hoblit,NULL
s6795,Noah Baumbach,NULL
s6796,NULL,NULL
s6797,Trudie Styler,NULL
s6798,David Dobkin,NULL
s6799,Simon Wincer,NULL
s6800,Marc Levin,NULL
s6801,Sameh Abdulaziz,NULL
s6802,Wade Allain-Marcus,Jesse Allain-Marcus
s6803,Jude Okwudiafor Johnson,NULL
s6804,NULL,NULL
s6805,Marcus Nispel,NULL
s6806,Simon Verhoeven,NULL
s6807,NULL,NULL
s6808,Mahmoud Karim,NULL
s6809,Pierre Morel,NULL
s6810,Heber Cannon,NULL
s6811,Alastair Fothergill,NULL
s6812,NULL,NULL
s6813,NULL,NULL
s6814,Courtney Hunt,NULL
s6815,Sean Cisterna,NULL
s6816,Bob Rose,NULL
s6817,Le Van Kiet,NULL
s6818,Adam Del Giudice,NULL
s6819,Hoyt Yeatman,NULL
s6820,Fellipe Barbosa,NULL
s6821,NULL,NULL
s6822,Pavel Parkhomenko,NULL
s6823,NULL,NULL
s6824,Lucky Kuswandi,NULL
s6825,NULL,NULL
s6826,NULL,NULL
s6827,Martin Scorsese,NULL
s6828,NULL,NULL
s6829,Ifa Isfansyah,NULL
s6830,Rudy Soedjarwo,NULL
s6831,Hiroshi Katagiri,NULL
s6832,Manbhavan Singh,NULL
s6833,P.K. Baaburaaj,NULL
s6834,NULL,NULL
s6835,NULL,NULL
s6836,NULL,NULL
s6837,NULL,NULL
s6838,David Grossman,NULL
s6839,Guy Vasilovich,NULL
s6840,Nicholas Stoller,NULL
s6841,Christopher Smith,NULL
s6842,NULL,NULL
s6843,Peter Segal,NULL
s6844,David Silberg,NULL
s6845,Rajkumar Santoshi,NULL
s6846,Rich Ragsdale,NULL
s6847,Kazuchika Kise,Masahiko Murata
s6848,Mark Steven Johnson,NULL
s6849,Kazuchika Kise,NULL
s6850,NULL,NULL
s6851,Kazuchika Kise,NULL
s6852,Partho Ghosh,NULL
s6853,Riri Riza,NULL
s6854,Vincente Minnelli,Charles Walters
s6855,Sally Potter,NULL
s6856,Wenn V. Deramas,NULL
s6857,Brett Whitcomb,NULL
s6858,NULL,NULL
s6859,Harold Cronk,NULL
s6860,Jedd Wider,Todd Wider
s6861,Gordon Chan,NULL
s6862,Harold Cronk,NULL
s6863,Michael Mason,NULL
s6864,Francis Lee,NULL
s6865,Hrishikesh Mukherjee,NULL
s6866,Takuya Inaba,NULL
s6867,Martin Campbell,NULL
s6868,Sam de Jong,NULL
s6869,NULL,NULL
s6870,Ivan Sen,NULL
s6871,Rohit Shetty,NULL
s6872,NULL,NULL
s6873,Mark Landre Gould,NULL
s6874,Neslihan Yesilyurt,NULL
s6875,Chris McCoy,NULL
s6876,Andrew Niccol,NULL
s6877,Wendy Jo Carlton,NULL
s6878,Tarek Abdel Moaty,NULL
s6879,George Clooney,NULL
s6880,Henrik Ruben Genz,NULL
s6881,Martin Scorsese,NULL
s6882,Justin Chon,NULL
s6883,Michael Dowse,NULL
s6884,Ari Sandel,NULL
s6885,Robert Altman,NULL
s6886,NULL,NULL
s6887,Mathieu Kassovitz,NULL
s6888,Ananth Narayan Mahadevan,NULL
s6889,Clint Eastwood,NULL
s6890,NULL,NULL
s6891,NULL,NULL
s6892,Indra Kumar,NULL
s6893,Tanuj Chopra,NULL
s6894,Randal Kleiser,NULL
s6895,NULL,NULL
s6896,NULL,NULL
s6897,Jeremy Saulnier,NULL
s6898,Abba T. Makama,NULL
s6899,Nanette Burstein,NULL
s6900,Eric Juhola,NULL
s6901,Anjali Nayar,NULL
s6902,NULL,NULL
s6903,James Woodroffe,NULL
s6904,Esteban Vidal,NULL
s6905,Sermiyan Midyat,NULL
s6906,Sermiyan Midyat,NULL
s6907,NULL,NULL
s6908,NULL,NULL
s6909,Ali Taner Baltaci,NULL
s6910,Adam Shankman,NULL
s6911,Shinji Aramaki,Mamoru Oshii
s6912,Ian Kirby,NULL
s6913,Satish Kaushik,NULL
s6914,John Irvin,NULL
s6915,Akram Farouk,NULL
s6916,Johnny Martin,NULL
s6917,Joe Berlinger,NULL
s6918,NULL,NULL
s6919,Tim Van Someren,NULL
s6920,NULL,NULL
s6921,Joe Dietsch,Louie Gibson
s6922,Luis Javier M. Henaine,NULL
s6923,NULL,NULL
s6924,NULL,NULL
s6925,Robert Osman,Nathanael Wiseman
s6926,Ilya Naishuller,NULL
s6927,NULL,NULL
s6928,Jon Hurwitz,Hayden Schlossberg
s6929,Danny Leiner,NULL
s6930,Daniel Raim,NULL
s6931,NULL,NULL
s6932,Ron Oliver,NULL
s6933,Ah Loong,NULL
s6934,Ron Davis,NULL
s6935,Justin Bare,Matthew Miele
s6936,NULL,NULL
s6937,David Dhawan,NULL
s6938,NULL,NULL
s6939,Jon Schnitzer,NULL
s6940,Brant Sersen,NULL
s6941,Eddie Martin,NULL
s6942,NULL,NULL
s6943,Andrew C. Erin,NULL
s6944,Steven Soderbergh,NULL
s6945,Davis Guggenheim,NULL
s6946,Quinn Lasher,NULL
s6947,Elle Callahan,NULL
s6948,Ana Kokkinos,NULL
s6949,Kelly Noonan,NULL
s6950,David Mirkin,NULL
s6951,Chris Sivertson,NULL
s6952,NULL,NULL
s6953,Huang Jianming,NULL
s6954,NULL,NULL
s6955,Tom Gianas,Ross R. Shuman
s6956,NULL,NULL
s6957,David Mackenzie,NULL
s6958,Guillermo del Toro,NULL
s6959,Spike Jonze,NULL
s6960,Christel Gibson,NULL
s6961,Prakash Mehra,NULL
s6962,Rod Blackhurst,NULL
s6963,Corey Yuen,NULL
s6964,NULL,NULL
s6965,Timothy Woodward Jr.,NULL
s6966,NULL,NULL
s6967,Shawn Arranha,NULL
s6968,Liu Jie,NULL
s6969,Scott Hicks,NULL
s6970,NULL,NULL
s6971,NULL,NULL
s6972,NULL,NULL
s6973,Lucy van Beek,NULL
s6974,Jennifer Lynch,NULL
s6975,NULL,NULL
s6976,Vishnu Govindhan,NULL
s6977,NULL,NULL
s6978,Andy Tennant,NULL
s6979,Daniel Kontur,NULL
s6980,Daniel Ablin,NULL
s6981,Asim Raza,NULL
s6982,NULL,NULL
s6983,Ali Taner Baltaci,Cem Yilmaz
s6984,Neil Armfield,NULL
s6985,Anthony Scott Burns,Nicholas McCarthy
s6986,Will Allen,NULL
s6987,Note Chern-Yim,NULL
s6988,Note Chern-Yim,NULL
s6989,Rakshith Thirthahalli,NULL
s6990,Anindya Chatterjee,NULL
s6991,Bille Woodruff,NULL
s6992,Bille Woodruff,NULL
s6993,Mike Disa,NULL
s6994,Sudip Bandyopadhyay,NULL
s6995,Jack C. Newell,NULL
s6996,Brodje Wemboendja,NULL
s6997,NULL,NULL
s6998,Alexandre Aja,NULL
s6999,NULL,NULL
s7000,Ayush Raina,NULL
s7001,Marty Stalker,NULL
s7002,Federico Lemos,NULL
s7003,Scott Cooper,NULL
s7004,Michael Polish,NULL
s7005,Max McGill,NULL
s7006,Akiva Schaffer,NULL
s7007,NULL,NULL
s7008,Janusz Majewski,NULL
s7009,Genndy Tartakovsky,NULL
s7010,Mark Tonderai,NULL
s7011,Sandy Chronopoulos,NULL
s7012,Ziga Virc,NULL
s7013,Tom O'Dell,NULL
s7014,Ron Howard,NULL
s7015,Ken Marino,NULL
s7016,Lionel C. Martin,NULL
s7017,Jerry Rothwell,NULL
s7018,NULL,NULL
s7019,Jocelyn Moorhouse,NULL
s7020,Cal Saville,NULL
s7021,Amar Gupte,NULL
s7022,Sam Liu,Frank Paur
s7023,Sooraj R. Barjatya,NULL
s7024,Raj Kanwar,NULL
s7025,NULL,NULL
s7026,Drew Casson,NULL
s7027,Keoni Waxman,NULL
s7028,Jonathan Mostow,NULL
s7029,NULL,NULL
s7030,NULL,NULL
s7031,Matt Kugelman,NULL
s7032,Matt Kugelman,NULL
s7033,Craig Brewer,NULL
s7034,NULL,NULL
s7035,Gabriel Grieco,NULL
s7036,Onir,NULL
s7037,Benjamin Turner,Gabe Turner
s7038,Mary Mazzio,NULL
s7039,Laura VanZee Taylor,NULL
s7040,NULL,NULL
s7041,Feng Xiaogang,NULL
s7042,Adam Sjöberg,NULL
s7043,Ross Boyask,NULL
s7044,Chuck Russell,NULL
s7045,Douglas McGrath,NULL
s7046,Maria Demeshkina Peek,NULL
s7047,Mez Tharatorn,NULL
s7048,Ken Loach,NULL
s7049,Brett Haley,NULL
s7050,Steve Race,NULL
s7051,NULL,NULL
s7052,Brett Harvey,NULL
s7053,Law Wing-cheong,NULL
s7054,Sachin,NULL
s7055,NULL,NULL
s7056,Tony Leondis,NULL
s7057,Jay Chapman,NULL
s7058,Karey Kirkpatrick,NULL
s7059,Walerian Borowczyk,NULL
s7060,NULL,NULL
s7061,Taron Lexton,NULL
s7062,Johannes Roberts,NULL
s7063,Aytaç Agirlar,NULL
s7064,Eric Zaragosa,NULL
s7065,Suman Mukhopadhyay,NULL
s7066,Jonathan Baker,NULL
s7067,Elizabeth Chai Vasarhelyi,NULL
s7068,Brad Bird,NULL
s7069,Sanjeev Gupta,NULL
s7070,NULL,NULL
s7071,Steven Spielberg,NULL
s7072,Steven Spielberg,NULL
s7073,Steven Spielberg,NULL
s7074,Steven Spielberg,NULL
s7075,John Stewart Muller,NULL
s7076,Jacob Kornbluth,NULL
s7077,Luca Vullo,NULL
s7078,Quentin Tarantino,NULL
s7079,Iain Softley,NULL
s7080,K. Subhash,NULL
s7081,NULL,NULL
s7082,NULL,NULL
s7083,NULL,NULL
s7084,NULL,NULL
s7085,Eugenio Derbez,NULL
s7086,NULL,NULL
s7087,Michael Gallagher,NULL
s7088,Patricia Rozema,NULL
s7089,Toshiya Shinohara,NULL
s7090,Toshiya Shinohara,NULL
s7091,Toshiya Shinohara,NULL
s7092,Clint Eastwood,NULL
s7093,Charles Officer,NULL
s7094,John Trengove,NULL
s7095,Nagesh Kukunoor,NULL
s7096,Kedar Shinde,NULL
s7097,Jacob Schwab,NULL
s7098,Leo Riley,NULL
s7099,NULL,NULL
s7100,V. K. Prakash,NULL
s7101,NULL,NULL
s7102,NULL,NULL
s7103,Manish Tiwary,NULL
s7104,Andy Tennant,NULL
s7105,Ismail Farouk,NULL
s7106,Maria Ripoll,NULL
s7107,Hani Hamdi,NULL
s7108,Zatella Beatty,NULL
s7109,Young Jun Lee,NULL
s7110,Shirish Kunder,NULL
s7111,Mathias Malzieu,Stéphane Berla
s7112,Harvey Glazer,Stuart Stone
s7113,Stuart Orme,NULL
s7114,Quentin Tarantino,NULL
s7115,Dustin Nguyen,NULL
s7116,Madhur Bhandarkar,NULL
s7117,NULL,NULL
s7118,Girish Malik,NULL
s7119,Nila Madhab Panda,NULL
s7120,Azfar Jafri,NULL
s7121,NULL,NULL
s7122,Kevin Smith,NULL
s7123,Janusz Majewski,NULL
s7124,NULL,NULL
s7125,Vlad Yudin,NULL
s7126,NULL,NULL
s7127,Clint Eastwood,NULL
s7128,Gerry Hoban,NULL
s7129,C. Fitz,NULL
s7130,NULL,NULL
s7131,Joe Boyd,NULL
s7132,NULL,NULL
s7133,David Gelb,NULL
s7134,Radhu Karmakar,NULL
s7135,John Edginton,NULL
s7136,Ashim Ahluwalia,NULL
s7137,Andrew Stanton,NULL
s7138,Ahishor Solomon,NULL
s7139,NULL,NULL
s7140,Bill Oliver,NULL
s7141,Toby Haynes,NULL
s7142,Amardeep Singh Gill,NULL
s7143,NULL,NULL
s7144,NULL,NULL
s7145,David Dhawan,NULL
s7146,John Schultz,NULL
s7147,Susannah Heath-Eves,NULL
s7148,Nora Ephron,NULL
s7149,NULL,NULL
s7150,Salim Akil,NULL
s7151,Phil Morrison,NULL
s7152,Lana Wachowski,Lilly Wachowski
s7153,Roger Kumble,NULL
s7154,Johnnie To,NULL
s7155,Jon M. Chu,NULL
s7156,NULL,NULL
s7157,Kathryn Bigelow,NULL
s7158,NULL,NULL
s7159,Sanjay Gupta,NULL
s7160,Kranti Redkar,NULL
s7161,Tinnu Anand,NULL
s7162,Jijo Pancode,NULL
s7163,Pa. Ranjith,NULL
s7164,Buta Singh,NULL
s7165,Roger Allers,Gaëtan Brizzi
s7166,Pooja Bhatt,NULL
s7167,Rupert Jones,NULL
s7168,Dhilip Kumar,NULL
s7169,NULL,NULL
s7170,Satish Kaushik,NULL
s7171,James Mangold,NULL
s7172,Sai Paranjape,NULL
s7173,Alphonso J. Wesson,NULL
s7174,Vineeth Anil,NULL
s7175,Chandrakant Kulkarni,NULL
s7176,Ken Burns,NULL
s7177,Ken Burns,NULL
s7178,NULL,NULL
s7179,Leslie Small,Tim Story
s7180,Leslie Small,Tim Story
s7181,Shannon Hartman,NULL
s7182,Lori Kaye,NULL
s7183,NULL,NULL
s7184,Subhash Ghai,NULL
s7185,NULL,NULL
s7186,NULL,NULL
s7187,Dibakar Banerjee,NULL
s7188,NULL,NULL
s7189,Hrishikesh Mukherjee,NULL
s7190,Surya S.J.,Sunil Kumar Agrawal
s7191,Sudipto Roy,NULL
s7192,Dimitri Logothetis,NULL
s7193,John Stockwell,NULL
s7194,Noah Baumbach,NULL
s7195,Paul Soriano,NULL
s7196,Daniel Alfredson,NULL
s7197,NULL,NULL
s7198,Quentin Tarantino,NULL
s7199,Quentin Tarantino,NULL
s7200,Steven Gomez,NULL
s7201,Frédéric Tonolli,NULL
s7202,Paul Tanter,NULL
s7203,Jonathan Hensleigh,NULL
s7204,Stephen Chiodo,NULL
s7205,Robert Luketic,NULL
s7206,Attila Till,NULL
s7207,Paul Katis,NULL
s7208,Felix Thompson,NULL
s7209,Jeffrey W. Byrd,NULL
s7210,Steve Greenwood,NULL
s7211,Peter Farrelly,Bobby Farrelly
s7212,Deniz Gamze Ergüven,NULL
s7213,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla
s7214,Gary Fleder,NULL
s7215,NULL,NULL
s7216,NULL,NULL
s7217,Woo Ming Jin,NULL
s7218,NULL,NULL
s7219,Eli Roth,NULL
s7220,Frank Capra,Joris Ivens
s7221,Alex Proyas,NULL
s7222,Jonathan Taylor,NULL
s7223,NULL,NULL
s7224,Joachim Rønning,Espen Sandberg
s7225,Gulzar,NULL
s7226,Hans Petter Moland,NULL
s7227,NULL,NULL
s7228,Munjal Shroff,Tilak Shetty
s7229,Munjal Shroff,Tilak Shetty
s7230,Tilak Shetty,NULL
s7231,Tilak Shetty,NULL
s7232,Tilak Shetty,NULL
s7233,NULL,NULL
s7234,Munjal Shroff,Tilak Shetty
s7235,Trey Edward Shults,NULL
s7236,NULL,NULL
s7237,Oliver Blackburn,NULL
s7238,William H. Macy,NULL
s7239,Remy Kohli,NULL
s7240,Stephen Chow,NULL
s7241,Andrés Couturier,NULL
s7242,Tim Johnson,NULL
s7243,Stanley Tong,NULL
s7244,Suresh Pillai,NULL
s7245,Nick Broomfield,NULL
s7246,NULL,NULL
s7247,Yusuf Pirhasan,NULL
s7248,Kundan Shah,NULL
s7249,Devin Chanda,NULL
s7250,Samir Karnik,NULL
s7251,Leandro Mark,Nicolás Silbert
s7252,Daniel Lindsay,T.J. Martin
s7253,Luis Valdez,NULL
s7254,Giulio Base,NULL
s7255,NULL,NULL
s7256,NULL,NULL
s7257,NULL,NULL
s7258,NULL,NULL
s7259,Alejandro Lozano,NULL
s7260,Syed Ahmad Afzal,NULL
s7261,Sopon Sukdapisit,NULL
s7262,Chris Nahon,NULL
s7263,M. Night Shyamalan,NULL
s7264,NULL,NULL
s7265,NULL,NULL
s7266,Mahesh Manjrekar,NULL
s7267,NULL,NULL
s7268,R. Ellis Frazier,NULL
s7269,NULL,NULL
s7270,Jaki Bradley,NULL
s7271,Kazuaki Kiriya,NULL
s7272,Massy Tadjedin,NULL
s7273,Damien Piscarel,Florent Bodin
s7274,Emmanuel Amara,NULL
s7275,Anand Tucker,NULL
s7276,Roy Allen Smith,NULL
s7277,Ron Myrick,NULL
s7278,Ron Myrick,NULL
s7279,Ron Myrick,NULL
s7280,NULL,NULL
s7281,B.N. Shajeer Sha,NULL
s7282,Vic Armstrong,NULL
s7283,Zack Snyder,NULL
s7284,Yang Lei,NULL
s7285,Chia-Liang Liu,NULL
s7286,NULL,NULL
s7287,Scott Stewart,NULL
s7288,NULL,NULL
s7289,Andrew Tan,Stephen Murray
s7290,Anders Falck,Stinus Morell Vithner
s7291,NULL,NULL
s7292,NULL,NULL
s7293,Mario Cambi,NULL
s7294,Pascal Blanchard,Sonia Dauger
s7295,John Huston,NULL
s7296,Onur Ünlü,NULL
s7297,Jenna Laurenzo,NULL
s7298,NULL,NULL
s7299,Jeff Baena,NULL
s7300,Ron Davis,NULL
s7301,NULL,NULL
s7302,NULL,NULL
s7303,Justin McConnell,NULL
s7304,Johnnie To,NULL
s7305,Kevin Peeples,NULL
s7306,Alfonso Arau,NULL
s7307,Charles Stone III,NULL
s7308,NULL,NULL
s7309,Steven Spielberg,NULL
s7310,Karim El Sobky,NULL
s7311,Ellen Weissbrod,NULL
s7312,Hua Shan,NULL
s7313,NULL,NULL
s7314,Tim Bartley,NULL
s7315,Robyn Butler,NULL
s7316,Ira Sachs,NULL
s7317,Steve Brill,NULL
s7318,Prakash Satam,NULL
s7319,NULL,NULL
s7320,Prakash Satam,NULL
s7321,Zach Clark,NULL
s7322,NULL,NULL
s7323,Nick Gomez,NULL
s7324,Werner Herzog,NULL
s7325,NULL,NULL
s7326,NULL,NULL
s7327,Guy Ritchie,NULL
s7328,Steven Knight,NULL
s7329,James Mather,Steve Saint Leger
s7330,Fernando Sariñana,José Luis Gutiérrez
s7331,Michael Anderson,NULL
s7332,NULL,NULL
s7333,Stanley Kubrick,NULL
s7334,Jakob Verbruggen,NULL
s7335,Jennifer Baichwal,Nicholas de Pencier
s7336,Sze Yu Lau,NULL
s7337,David Wnendt,NULL
s7338,Parambrata Chatterjee,NULL
s7339,NULL,NULL
s7340,Ignacio López Escrivá,NULL
s7341,Alessandro Angulo,NULL
s7342,Sarah Moshman,NULL
s7343,NULL,NULL
s7344,NULL,NULL
s7345,Charneice Fox,NULL
s7346,Pang Ho-cheung,NULL
s7347,Saandeep Patel,NULL
s7348,Stephen Chow,NULL
s7349,NULL,NULL
s7350,NULL,NULL
s7351,Steven Fine,NULL
s7352,Ahmad Samir Farag,NULL
s7353,Sridhar Jetty,NULL
s7354,NULL,NULL
s7355,Christian Ditter,NULL
s7356,Alma Har'el,NULL
s7357,Katherine Brooks,NULL
s7358,Johnnie To,NULL
s7359,Ana Quiroga,NULL
s7360,NULL,NULL
s7361,Radhika Rao,Vinay Sapru
s7362,Prabhuraj,NULL
s7363,Ticoy Rodriguez,NULL
s7364,Jayan Vannery,NULL
s7365,Pratim D. Gupta,NULL
s7366,Dylan C. Brown,NULL
s7367,Debaloy Dey,NULL
s7368,George Miller,NULL
s7369,NULL,NULL
s7370,Callie Khouri,Jesse V. Johnson
s7371,Jim Monaco,NULL
s7372,Chun Wong,NULL
s7373,Nishikant Kamat,NULL
s7374,Ben Patterson,NULL
s7375,Aaron Burns,NULL
s7376,Iginio Straffi,NULL
s7377,NULL,NULL
s7378,Luc Vinciguerra,NULL
s7379,Thierry Donard,NULL
s7380,Benjamin Ree,NULL
s7381,Amaan Khan,NULL
s7382,NULL,NULL
s7383,NULL,NULL
s7384,NULL,NULL
s7385,Li Pei-Chuan,NULL
s7386,NULL,NULL
s7387,David Dhawan,NULL
s7388,Sooraj R. Barjatya,NULL
s7389,Sameer Vidwans,NULL
s7390,Michael Winnick,NULL
s7391,Keanu Reeves,NULL
s7392,Ben Palmer,NULL
s7393,NULL,NULL
s7394,Shyam Benegal,NULL
s7395,Tathagata Banerjee,NULL
s7396,David Gordon Green,NULL
s7397,John Upchurch,NULL
s7398,Tom O'Brien,NULL
s7399,Michael Roberts,NULL
s7400,Patricia Rozema,NULL
s7401,Rahat Kazmi,NULL
s7402,Nicholas Kharkongor,NULL
s7403,Clive Tonge,NULL
s7404,Steven C. Miller,NULL
s7405,NULL,NULL
s7406,Nathan Landeg,NULL
s7407,NULL,NULL
s7408,Pulkit,NULL
s7409,NULL,NULL
s7410,Everardo Gout,NULL
s7411,Chia-Liang Liu,NULL
s7412,David Raynr,NULL
s7413,David Batty,NULL
s7414,Deepika Narayan Bhardwaj,NULL
s7415,Eric Drath,NULL
s7416,Leo Riley,Eric Radomski
s7417,Hiromasa Yonebayashi,NULL
s7418,Rob Marshall,NULL
s7419,NULL,NULL
s7420,Shekhar Kapur,NULL
s7421,Ui-seok Jo,NULL
s7422,Pablo D'Alo Abba,NULL
s7423,Sudesh Manjrekar,Atul Kale
s7424,Daniel Noah,NULL
s7425,Philip Yung,NULL
s7426,Hassan Hegazy,Shady Ali
s7427,Bob Hercules,Rita Coburn Whack
s7428,Samuel D. Pollard,NULL
s7429,Sachin,NULL
s7430,Jesús Magaña Vázquez,NULL
s7431,Nathan Morlando,NULL
s7432,Martin Scorsese,NULL
s7433,Mina Shum,NULL
s7434,Jacek Koprowicz,NULL
s7435,Paul Berczeller,Mark Radice
s7436,NULL,NULL
s7437,NULL,NULL
s7438,Binu Ulahhannan,NULL
s7439,NULL,NULL
s7440,Bob Odenkirk,NULL
s7441,Shin-yeon Won,NULL
s7442,Janet Tobias,Claus Wehlisch
s7443,Barry Sonnenfeld,NULL
s7444,Barry Sonnenfeld,NULL
s7445,John Barnard,NULL
s7446,Gareth Evans,NULL
s7447,NULL,NULL
s7448,NULL,NULL
s7449,Toka McBaror,NULL
s7450,NULL,NULL
s7451,Santosh Manjrekar,NULL
s7452,Bharat Nalluri,NULL
s7453,Steve Carr,NULL
s7454,NULL,NULL
s7455,Jeff Nichols,NULL
s7456,NULL,NULL
s7457,Gus Van Sant,NULL
s7458,NULL,NULL
s7459,Anil Thomas,NULL
s7460,NULL,NULL
s7461,Gavin O'Connor,NULL
s7462,Tarsem Singh,NULL
s7463,Rakeysh Omprakash Mehra,NULL
s7464,NULL,NULL
s7465,Keiichi Hara,NULL
s7466,Liv Ullmann,NULL
s7467,Kenny Young,NULL
s7468,Jennifer Siebel Newsom,NULL
